Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ENSG00000171889	1.065438247714898	7.6319813443149656	2.6382217340239813	1.4306924428987272e-5	7.692329424624984e-5	TRUE
ENSG00000250974	1.0263474213237909	7.631531371724944	2.5756703355939656	7.548135412439992e-8	5.969508754159606e-7	TRUE
ENSG00000183395	4.429739731477044	7.5261721862722855	1.0063263625001302	1.0135714452617092e-9	1.0784148358591974e-8	TRUE
ENSG00000196611	107.43243954815408	7.167629465713938	0.37555020438524955	1.7085059394373662e-83	2.9266706742562082e-80	TRUE
ENSG00000164949	217.57833615303525	6.906351852118098	0.3173800776773305	8.906098375507112e-106	2.8605274719831906e-102	TRUE
ENSG00000254545	1.910755214111615	6.704195300760589	1.2815203453512876	5.0500638056295195e-20	2.402988694178713e-18	TRUE
ENSG00000135625	175.79560533267565	6.208392443524634	0.32760814814770456	1.5967915890384826e-81	2.5643474925214884e-78	TRUE
ENSG00000168334	33.47590007681248	6.192092331181977	0.4021290101020491	7.987215227714511e-56	5.546797169624983e-53	TRUE
ENSG00000122877	371.8618194508889	6.1379391985444745	0.3143670928172612	4.808172698440464e-86	9.503538268186748e-83	TRUE
ENSG00000262533	23.996151147051087	6.051575627858782	0.6263430132016942	1.01352647543528e-23	7.891685692821065e-22	TRUE
ENSG00000227959	1.2530559388870801	6.032933577410464	1.300197911498403	1.4273261326359792e-11	2.0273711983461297e-10	TRUE
ENSG00000269993	389.5104960547418	5.82957128242507	0.1880717904169032	4.0833616123835063e-212	3.497399221006473e-208	TRUE
ENSG00000102195	1629.911403409888	5.738225325658644	0.17161988949756493	5.19909639729564e-246	6.679539096425573e-242	TRUE
ENSG00000261488	6.485250456387086	5.704731933625952	0.6109364459471162	3.54684903143794e-27	3.878139823948845e-25	TRUE
ENSG00000274286	15.082166077116522	5.669625021070134	0.5072398645268783	6.606601980791499e-31	1.0044771473161986e-28	TRUE
ENSG00000120738	6206.192632155765	5.605498473728719	0.2059727345718387	5.364452401220718e-165	2.756792088987327e-161	TRUE
ENSG00000138271	3.559949520506312	5.245588890571949	0.6456695498165795	4.426694514775886e-22	2.7946907999303777e-20	TRUE
ENSG00000144015	4.032100084185229	5.149817334464183	0.6792703556447188	1.1638485668719562e-17	4.0521800712432133e-16	TRUE
ENSG00000107719	122.3356412705484	5.090770597491538	0.28178813940721836	4.15771768766208e-74	5.9351419991376186e-71	TRUE
ENSG00000234696	3.145915193409617	5.076798971667544	0.5748443591152027	4.680207798819532e-31	7.201074215010052e-29	TRUE
ENSG00000187094	6.786698109813441	5.067098689641887	0.48907805629124085	7.30921479384466e-30	1.0551138995945987e-27	TRUE
ENSG00000183734	2.3060301903172626	5.029443480543216	0.8014627483062391	2.1235974371731814e-12	3.433973325875701e-11	TRUE
ENSG00000128340	3.3197187485439823	4.959022959290335	0.6086806871080799	2.2169680358603015e-21	1.2665111563579106e-19	TRUE
ENSG00000254656	69.32689379263543	4.895465494037304	0.29536310000821486	8.791054207708794e-63	8.366153254336202e-60	TRUE
ENSG00000285444	2.9073526082117436	4.820238684698516	0.5431835558415271	7.248590653419758e-5	3.4049823919491903e-4	TRUE
ENSG00000174500	3.7405478416211086	4.5090861978055	0.605962103997299	9.129939770867376e-16	2.4234896943433596e-14	TRUE
ENSG00000259884	2.373104253412278	4.402532491142681	0.8778348190473972	2.7698283912625467e-8	2.366835401180284e-7	TRUE
ENSG00000114529	29.323180147086006	4.38662531714209	0.32595620270272396	2.5071605992774427e-42	7.953270567707888e-40	TRUE
