ID	Gene_ID	P.value
GO:0042827	ENSG00000135404/ENSG00000100234/ENSG00000143369/ENSG00000106993/ENSG00000072080/ENSG00000100099/ENSG00000055955/ENSG00000250722	0.4598422167403198
GO:0005775	ENSG00000157766/ENSG00000163932/ENSG00000179399/ENSG00000163754/ENSG00000183098/ENSG00000038427/ENSG00000051620/ENSG00000169439/ENSG00000239264/ENSG00000049860/ENSG00000137575/ENSG00000164733/ENSG00000102393/ENSG00000117592/ENSG00000166226/ENSG00000151176/ENSG00000156261/ENSG00000188229/ENSG00000107611/ENSG00000010404/ENSG00000173083/ENSG00000113273/ENSG00000173692/ENSG00000135047/ENSG00000221988/ENSG00000080824/ENSG00000109971/ENSG00000102580/ENSG00000170515/ENSG00000138071/ENSG00000131236/ENSG00000145321/ENSG00000100243/ENSG00000204386/ENSG00000131966/ENSG00000105223/ENSG00000113194/ENSG00000148334/ENSG00000141012/ENSG00000142798/ENSG00000100030/ENSG00000164687/ENSG00000106348/ENSG00000185127/ENSG00000177830/ENSG00000165280/ENSG00000057608/ENSG00000001036/ENSG00000165102/ENSG00000108828/ENSG00000166311/ENSG00000159363/ENSG00000134575/ENSG00000182149/ENSG00000188811/ENSG00000131238/ENSG00000180448/ENSG00000169919/ENSG00000213614/ENSG00000170043/ENSG00000143162/ENSG00000196230/ENSG00000137563/ENSG00000026297/ENSG00000130287/ENSG00000172232/ENSG00000143387/ENSG00000114646/ENSG00000013288/ENSG00000162512/ENSG00000109323/ENSG00000076716/ENSG00000084674/ENSG00000132692	0.4653166168945574
GO:0016592	ENSG00000159479/ENSG00000112237/ENSG00000160563/ENSG00000133398/ENSG00000152944/ENSG00000136146/ENSG00000156603/ENSG00000133997/ENSG00000042429/ENSG00000164758/ENSG00000180182/ENSG00000125686/ENSG00000132964/ENSG00000108590/ENSG00000148297	0.46877143289397605
GO:0032391	ENSG00000114446/ENSG00000144061/ENSG00000168385/ENSG00000182040/ENSG00000197579/ENSG00000173226/ENSG00000075945/ENSG00000101052/ENSG00000103494/ENSG00000198707/ENSG00000138175/ENSG00000187535/ENSG00000122778/ENSG00000170264/ENSG00000117245	0.46877143289397605
GO:0098691	ENSG00000149295/ENSG00000120907/ENSG00000122012/ENSG00000169213/ENSG00000165646/ENSG00000137312/ENSG00000069329/ENSG00000132718/ENSG00000150594	0.4704035405803102
GO:0000835	ENSG00000072849/ENSG00000137414/ENSG00000099958/ENSG00000135506	0.483606802220365
GO:1990726	ENSG00000106355/ENSG00000175324/ENSG00000170860/ENSG00000130332	0.483606802220365
GO:0005721	ENSG00000185811/ENSG00000124216/ENSG00000198604/ENSG00000130816/ENSG00000153147/ENSG00000161036/ENSG00000094916/ENSG00000107077/ENSG00000125817/ENSG00000122565/ENSG00000157657	0.48787306814980236
GO:0005890	ENSG00000143153/ENSG00000101892/ENSG00000137731/ENSG00000069849/ENSG00000163399	0.4965932611320537
GO:0042589	ENSG00000169347/ENSG00000166900/ENSG00000086598/ENSG00000170348/ENSG00000220205	0.4965932611320537
GO:0072357	ENSG00000172531/ENSG00000092203/ENSG00000213639/ENSG00000186298/ENSG00000204569	0.4965932611320537
GO:1990454	ENSG00000067191/ENSG00000142408/ENSG00000167535/ENSG00000075461/ENSG00000165995	0.4965932611320537
GO:0016459	ENSG00000157483/ENSG00000167306/ENSG00000144821/ENSG00000133020/ENSG00000100345/ENSG00000128641/ENSG00000095777/ENSG00000196586/ENSG00000136286/ENSG00000264364/ENSG00000197879/ENSG00000133026/ENSG00000092054/ENSG00000105357/ENSG00000197535/ENSG00000092841/ENSG00000145555/ENSG00000101335/ENSG00000104081/ENSG00000174527	0.49959210254248987
GO:0031091	ENSG00000106366/ENSG00000019991/ENSG00000017427/ENSG00000102265/ENSG00000105329/ENSG00000100311/ENSG00000112715/ENSG00000135919/ENSG00000149781/ENSG00000205542/ENSG00000092969/ENSG00000149925/ENSG00000167244/ENSG00000120885/ENSG00000198113/ENSG00000169851/ENSG00000130402/ENSG00000072110/ENSG00000077522/ENSG00000135218/ENSG00000084234/ENSG00000143653/ENSG00000153310/ENSG00000121410/ENSG00000166479/ENSG00000156535/ENSG00000155008/ENSG00000138430/ENSG00000197461/ENSG00000100568/ENSG00000116260/ENSG00000124333/ENSG00000145335/ENSG00000102316/ENSG00000186340/ENSG00000145192	0.504416480137908
GO:0005797	ENSG00000008513/ENSG00000206503/ENSG00000116209/ENSG00000108587/ENSG00000130733/ENSG00000176022/ENSG00000058799	0.5153607533610669
GO:0005687	ENSG00000143977/ENSG00000139343/ENSG00000125835/ENSG00000167088/ENSG00000128739/ENSG00000100028/ENSG00000182004/ENSG00000198563/ENSG00000125743/ENSG00000105618	0.5350937425920468
GO:0008305	ENSG00000198542/ENSG00000091409/ENSG00000135424/ENSG00000105855/ENSG00000138448/ENSG00000150093/ENSG00000083457/ENSG00000123560/ENSG00000138080/ENSG00000254087/ENSG00000115221	0.5404504878251704
GO:0062023	ENSG00000157766/ENSG00000106366/ENSG00000054179/ENSG00000140545/ENSG00000197747/ENSG00000125363/ENSG00000102265/ENSG00000116147/ENSG00000100097/ENSG00000137251/ENSG00000154734/ENSG00000105329/ENSG00000124749/ENSG00000179399/ENSG00000058085/ENSG00000131981/ENSG00000144810/ENSG00000164176/ENSG00000197956/ENSG00000117525/ENSG00000154736/ENSG00000156140/ENSG00000140479/ENSG00000188517/ENSG00000166401/ENSG00000166923/ENSG00000134917/ENSG00000142871/ENSG00000100311/ENSG00000116962/ENSG00000105989/ENSG00000122359/ENSG00000135046/ENSG00000183098/ENSG00000184349/ENSG00000038427/ENSG00000140092/ENSG00000169439/ENSG00000171812/ENSG00000135919/ENSG00000092758/ENSG00000100234/ENSG00000087085/ENSG00000166598/ENSG00000092969/ENSG00000143382/ENSG00000140945/ENSG00000137573/ENSG00000143369/ENSG00000110492/ENSG00000134871/ENSG00000187498/ENSG00000106624/ENSG00000120885/ENSG00000118523/ENSG00000164733/ENSG00000182600/ENSG00000135862/ENSG00000173157/ENSG00000188730/ENSG00000162510/ENSG00000160213/ENSG00000148357/ENSG00000106397/ENSG00000159166/ENSG00000179218/ENSG00000067225/ENSG00000170542/ENSG00000174721/ENSG00000087116/ENSG00000177697/ENSG00000138759/ENSG00000135047/ENSG00000188153/ENSG00000091136/ENSG00000164620/ENSG00000080824/ENSG00000163638/ENSG00000111186/ENSG00000172889/ENSG00000170558/ENSG00000183090/ENSG00000099783/ENSG00000132561/ENSG00000147044/ENSG00000121410/ENSG00000072080/ENSG00000142173/ENSG00000142798/ENSG00000138279/ENSG00000166833/ENSG00000163703/ENSG00000188372/ENSG00000172638/ENSG00000124570/ENSG00000074695/ENSG00000186665/ENSG00000160963/ENSG00000104332/ENSG00000182534/ENSG00000100473/ENSG00000135074/ENSG00000081052/ENSG00000035862/ENSG00000166106/ENSG00000142303/ENSG00000124479/ENSG00000090006/ENSG00000132386/ENSG00000166033/ENSG00000169231/ENSG00000081148/ENSG00000197043/ENSG00000101680/ENSG00000164764/ENSG00000172037/ENSG00000130702/ENSG00000130635/ENSG00000064309/ENSG00000055955/ENSG00000138080/ENSG00000187664/ENSG00000173531/ENSG00000113296/ENSG00000137142/ENSG00000206561/ENSG00000162512/ENSG00000164946/ENSG00000074527/ENSG00000186340/ENSG00000196878/ENSG00000060718/ENSG00000123243/ENSG00000145423/ENSG00000198732/ENSG00000106278/ENSG00000204291/ENSG00000138615/ENSG00000145192/ENSG00000136999/ENSG00000076716/ENSG00000113083/ENSG00000115380/ENSG00000197467/ENSG00000107562/ENSG00000053747/ENSG00000091986/ENSG00000154188/ENSG00000084636/ENSG00000130720/ENSG00000150893/ENSG00000124159/ENSG00000176435/ENSG00000132692/ENSG00000164690	0.5451271337477251
GO:0009925	ENSG00000096696/ENSG00000165272/ENSG00000092820/ENSG00000133019/ENSG00000186198/ENSG00000169860/ENSG00000143153/ENSG00000198648/ENSG00000058668/ENSG00000141526/ENSG00000170385/ENSG00000139514/ENSG00000065361/ENSG00000171885/ENSG00000100311/ENSG00000157890/ENSG00000135046/ENSG00000029534/ENSG00000162407/ENSG00000089472/ENSG00000158352/ENSG00000164120/ENSG00000070961/ENSG00000181885/ENSG00000166006/ENSG00000165458/ENSG00000130164/ENSG00000103257/ENSG00000105976/ENSG00000111052/ENSG00000145506/ENSG00000165409/ENSG00000157978/ENSG00000106100/ENSG00000119888/ENSG00000050438/ENSG00000197405/ENSG00000105281/ENSG00000155897/ENSG00000168003/ENSG00000064270/ENSG00000168135/ENSG00000174669/ENSG00000118596/ENSG00000117394/ENSG00000110651/ENSG00000196581/ENSG00000197208/ENSG00000080824/ENSG00000140575/ENSG00000104635/ENSG00000069849/ENSG00000147065/ENSG00000033867/ENSG00000172270/ENSG00000170558/ENSG00000276045/ENSG00000111371/ENSG00000197879/ENSG00000103496/ENSG00000180251/ENSG00000165240/ENSG00000112394/ENSG00000147044/ENSG00000116678/ENSG00000072274/ENSG00000137312/ENSG00000133065/ENSG00000103064/ENSG00000173638/ENSG00000117013/ENSG00000133961/ENSG00000132589/ENSG00000111859/ENSG00000154639/ENSG00000150594/ENSG00000138101/ENSG00000163485/ENSG00000148943/ENSG00000076351/ENSG00000120509/ENSG00000176463/ENSG00000163399/ENSG00000168036/ENSG00000174640/ENSG00000249437/ENSG00000124574/ENSG00000164638/ENSG00000140199/ENSG00000112759/ENSG00000158296/ENSG00000130304/ENSG00000162493/ENSG00000141736/ENSG00000079215/ENSG00000167995/ENSG00000135525/ENSG00000133107/ENSG00000171631/ENSG00000170324/ENSG00000163235	0.5505249371043995
GO:0044815	ENSG00000246705/ENSG00000197837/ENSG00000075624/ENSG00000188375/ENSG00000196419/ENSG00000132475/ENSG00000075089/ENSG00000188486/ENSG00000166848/ENSG00000183207/ENSG00000101189/ENSG00000136518/ENSG00000123562/ENSG00000101972/ENSG00000163875/ENSG00000147601/ENSG00000079246/ENSG00000025770/ENSG00000175792/ENSG00000106400/ENSG00000128513/ENSG00000185787/ENSG00000066923/ENSG00000108055/ENSG00000102977/ENSG00000140632/ENSG00000099284/ENSG00000164032/ENSG00000172977/ENSG00000189060/ENSG00000184678/ENSG00000197903/ENSG00000156650/ENSG00000158406/ENSG00000234289/ENSG00000123569/ENSG00000277075/ENSG00000276180/ENSG00000274750/ENSG00000233822/ENSG00000203814/ENSG00000181218/ENSG00000270276/ENSG00000273213/ENSG00000180596/ENSG00000270882/ENSG00000197153/ENSG00000124635/ENSG00000203811/ENSG00000180573/ENSG00000277224/ENSG00000196787/ENSG00000273802/ENSG00000278828/ENSG00000278677/ENSG00000196866/ENSG00000274290/ENSG00000275221/ENSG00000158373	0.5507492594609995
GO:0044304	ENSG00000145708/ENSG00000105711/ENSG00000198835/ENSG00000166006/ENSG00000152377/ENSG00000184156/ENSG00000182255/ENSG00000132535/ENSG00000169282/ENSG00000160460/ENSG00000111262/ENSG00000163485/ENSG00000134780/ENSG00000154096/ENSG00000115306/ENSG00000068903/ENSG00000104833/ENSG00000204681/ENSG00000069424/ENSG00000174469/ENSG00000134369/ENSG00000129159/ENSG00000110436/ENSG00000143473/ENSG00000150672/ENSG00000132702	0.5606684977857896
GO:0034451	ENSG00000169297/ENSG00000101871/ENSG00000117155/ENSG00000076382/ENSG00000154027/ENSG00000077238/ENSG00000102271/ENSG00000065675/ENSG00000163093/ENSG00000119408/ENSG00000119185/ENSG00000170759/ENSG00000137601/ENSG00000128944/ENSG00000131051/ENSG00000122417/ENSG00000146826/ENSG00000178718/ENSG00000136872/ENSG00000171219/ENSG00000111057/ENSG00000137312/ENSG00000182473/ENSG00000198961/ENSG00000078674/ENSG00000054282/ENSG00000180423/ENSG00000121931/ENSG00000085788/ENSG00000083535/ENSG00000133393/ENSG00000141741/ENSG00000103021/ENSG00000119650/ENSG00000101940/ENSG00000151575/ENSG00000198707/ENSG00000137821/ENSG00000135631/ENSG00000102981/ENSG00000166012/ENSG00000168297/ENSG00000103769/ENSG00000090565/ENSG00000149179/ENSG00000177731/ENSG00000133401	0.5660786180193036
GO:0005614	ENSG00000143382/ENSG00000188730/ENSG00000166833/ENSG00000091986	0.5718489992685691
GO:0033010	ENSG00000166086/ENSG00000173898/ENSG00000068903/ENSG00000174469	0.5718489992685691
GO:0036157	ENSG00000124721/ENSG00000119661/ENSG00000007174/ENSG00000039139	0.5718489992685691
GO:0098981	ENSG00000174343/ENSG00000277586/ENSG00000158445/ENSG00000129749	0.5718489992685691
GO:0120103	ENSG00000068796/ENSG00000136811/ENSG00000100629/ENSG00000204843	0.5718489992685691
GO:0140092	ENSG00000075624/ENSG00000127616/ENSG00000099956/ENSG00000080503	0.5718489992685691
GO:0043220	ENSG00000163558/ENSG00000171862/ENSG00000166086/ENSG00000068903/ENSG00000072415	0.5743635282897483
GO:0005847	ENSG00000145216/ENSG00000136709/ENSG00000160075/ENSG00000119203/ENSG00000101811/ENSG00000177613	0.577108620448163
GO:0001931	ENSG00000092820/ENSG00000100345/ENSG00000147065/ENSG00000110876/ENSG00000137312/ENSG00000132589/ENSG00000109743	0.5799282205314837
GO:0005688	ENSG00000206625/ENSG00000106355/ENSG00000170860/ENSG00000130520/ENSG00000198563/ENSG00000130332/ENSG00000164167/ENSG00000128534	0.5827510349307463
GO:0030014	ENSG00000149115/ENSG00000141232/ENSG00000158435/ENSG00000144580/ENSG00000182973/ENSG00000198791/ENSG00000138767/ENSG00000125107	0.5827510349307463
GO:0036020	ENSG00000085978/ENSG00000130164/ENSG00000161203/ENSG00000141367/ENSG00000122705/ENSG00000108523/ENSG00000183020/ENSG00000042753	0.5827510349307463
GO:0090665	ENSG00000172164/ENSG00000178732/ENSG00000196924/ENSG00000152818/ENSG00000123096/ENSG00000163069/ENSG00000127990/ENSG00000147481/ENSG00000101400	0.5855426388269253
GO:0030057	ENSG00000096696/ENSG00000118898/ENSG00000134762/ENSG00000112378/ENSG00000134755/ENSG00000046604/ENSG00000170558/ENSG00000166086/ENSG00000130985/ENSG00000189337/ENSG00000173801	0.5909739684216302
GO:0043596	ENSG00000153147/ENSG00000175482/ENSG00000172732/ENSG00000198554/ENSG00000132646/ENSG00000143799/ENSG00000106399/ENSG00000106628/ENSG00000075131/ENSG00000163104/ENSG00000142453/ENSG00000111602	0.5936028092648612
GO:0098862	ENSG00000167210/ENSG00000135750/ENSG00000157483/ENSG00000092820/ENSG00000285508/ENSG00000213719/ENSG00000154646/ENSG00000100345/ENSG00000128641/ENSG00000104327/ENSG00000163558/ENSG00000091137/ENSG00000196924/ENSG00000155366/ENSG00000075624/ENSG00000165091/ENSG00000103942/ENSG00000095777/ENSG00000074276/ENSG00000107611/ENSG00000163803/ENSG00000080824/ENSG00000072110/ENSG00000135218/ENSG00000115091/ENSG00000171700/ENSG00000033867/ENSG00000050405/ENSG00000198898/ENSG00000197879/ENSG00000007168/ENSG00000111913/ENSG00000077549/ENSG00000165240/ENSG00000151012/ENSG00000118680/ENSG00000148700/ENSG00000087470/ENSG00000169738/ENSG00000173638/ENSG00000028203/ENSG00000118162/ENSG00000105357/ENSG00000089006/ENSG00000167114/ENSG00000066230/ENSG00000136425/ENSG00000120063/ENSG00000092841/ENSG00000146535/ENSG00000076351/ENSG00000177731/ENSG00000160271/ENSG00000115459/ENSG00000096433/ENSG00000107736/ENSG00000081479/ENSG00000149488/ENSG00000136068/ENSG00000164363	0.5966574775028406
GO:0043073	ENSG00000198900/ENSG00000071626/ENSG00000130816/ENSG00000117394/ENSG00000166337/ENSG00000186352/ENSG00000188486/ENSG00000166848/ENSG00000137947/ENSG00000101190/ENSG00000165632/ENSG00000071539/ENSG00000132341/ENSG00000112592/ENSG00000132646/ENSG00000163781/ENSG00000028839/ENSG00000134058/ENSG00000122779/ENSG00000178913/ENSG00000211460/ENSG00000132466/ENSG00000099956/ENSG00000169946	0.6210409692363884
GO:0060170	ENSG00000149295/ENSG00000128285/ENSG00000184845/ENSG00000158683/ENSG00000278195/ENSG00000138031/ENSG00000163093/ENSG00000175416/ENSG00000167461/ENSG00000168385/ENSG00000138686/ENSG00000147044/ENSG00000113621/ENSG00000119977/ENSG00000040199/ENSG00000214413/ENSG00000105220/ENSG00000148600/ENSG00000099940/ENSG00000251322/ENSG00000110047/ENSG00000133256/ENSG00000143147/ENSG00000128602/ENSG00000127364/ENSG00000214140/ENSG00000070729/ENSG00000180758	0.628865171673506
GO:0035267	ENSG00000075624/ENSG00000183207/ENSG00000101189/ENSG00000136518/ENSG00000123562/ENSG00000163875/ENSG00000175792/ENSG00000005302/ENSG00000185787/ENSG00000172977	0.6384928052077385
GO:0043189	ENSG00000075624/ENSG00000183207/ENSG00000101189/ENSG00000136518/ENSG00000123562/ENSG00000163875/ENSG00000175792/ENSG00000005302/ENSG00000185787/ENSG00000172977	0.6384928052077385
GO:0098637	ENSG00000116147/ENSG00000116962/ENSG00000135862/ENSG00000091136/ENSG00000011422/ENSG00000101680/ENSG00000172037/ENSG00000138080	0.6389247821059643
GO:0005849	ENSG00000145216/ENSG00000136709/ENSG00000160075/ENSG00000119203/ENSG00000172409/ENSG00000101811/ENSG00000177613	0.6399712224270662
GO:0016010	ENSG00000172164/ENSG00000152818/ENSG00000123096/ENSG00000163069/ENSG00000127990/ENSG00000147481/ENSG00000101400	0.6399712224270662
GO:0031254	ENSG00000092820/ENSG00000100345/ENSG00000147065/ENSG00000110876/ENSG00000137312/ENSG00000132589/ENSG00000109743	0.6399712224270662
GO:0051233	ENSG00000164949/ENSG00000138182/ENSG00000101367/ENSG00000164114/ENSG00000080345/ENSG00000153187/ENSG00000179051/ENSG00000166974/ENSG00000070831/ENSG00000085733/ENSG00000166582/ENSG00000143862/ENSG00000109103	0.640096408663663
GO:0005641	ENSG00000114200/ENSG00000127252/ENSG00000116161/ENSG00000060339/ENSG00000196230/ENSG00000148344	0.6419150767003892
GO:0071339	ENSG00000169016/ENSG00000136891/ENSG00000183207/ENSG00000273841/ENSG00000196363/ENSG00000161956/ENSG00000125952/ENSG00000175792/ENSG00000121481/ENSG00000162961/ENSG00000178913/ENSG00000105618/ENSG00000129691/ENSG00000147133/ENSG00000103510	0.6419404067890546
GO:0035060	ENSG00000075624/ENSG00000136518/ENSG00000066117/ENSG00000099956/ENSG00000080503	0.6452382220986707
GO:0097440	ENSG00000120899/ENSG00000120885/ENSG00000106636/ENSG00000184792/ENSG00000105723	0.6452382220986707
GO:0016323	ENSG00000096696/ENSG00000165272/ENSG00000092820/ENSG00000133019/ENSG00000186198/ENSG00000169860/ENSG00000143153/ENSG00000198648/ENSG00000058668/ENSG00000141526/ENSG00000170385/ENSG00000139514/ENSG00000065361/ENSG00000171885/ENSG00000100311/ENSG00000157890/ENSG00000135046/ENSG00000029534/ENSG00000162407/ENSG00000089472/ENSG00000164120/ENSG00000070961/ENSG00000181885/ENSG00000166006/ENSG00000130164/ENSG00000103257/ENSG00000111052/ENSG00000145506/ENSG00000165409/ENSG00000106100/ENSG00000119888/ENSG00000050438/ENSG00000197405/ENSG00000155897/ENSG00000168003/ENSG00000064270/ENSG00000168135/ENSG00000174669/ENSG00000118596/ENSG00000117394/ENSG00000110651/ENSG00000196581/ENSG00000080824/ENSG00000140575/ENSG00000104635/ENSG00000069849/ENSG00000147065/ENSG00000033867/ENSG00000172270/ENSG00000170558/ENSG00000276045/ENSG00000111371/ENSG00000103496/ENSG00000180251/ENSG00000165240/ENSG00000112394/ENSG00000147044/ENSG00000116678/ENSG00000072274/ENSG00000137312/ENSG00000133065/ENSG00000103064/ENSG00000173638/ENSG00000133961/ENSG00000132589/ENSG00000111859/ENSG00000154639/ENSG00000150594/ENSG00000163485/ENSG00000148943/ENSG00000076351/ENSG00000120509/ENSG00000163399/ENSG00000168036/ENSG00000249437/ENSG00000124574/ENSG00000164638/ENSG00000140199/ENSG00000112759/ENSG00000158296/ENSG00000162493/ENSG00000141736/ENSG00000167995/ENSG00000135525/ENSG00000133107/ENSG00000171631/ENSG00000170324/ENSG00000163235	0.646264900600835
GO:0033270	ENSG00000198835/ENSG00000160460/ENSG00000111262/ENSG00000068903	0.6508313436685755
GO:0097427	ENSG00000072518/ENSG00000168502/ENSG00000171368/ENSG00000159713	0.6508313436685755
GO:0097733	ENSG00000170011/ENSG00000038427/ENSG00000130561/ENSG00000156313/ENSG00000166900/ENSG00000153208/ENSG00000114446/ENSG00000144061/ENSG00000145220/ENSG00000188452/ENSG00000168385/ENSG00000156052/ENSG00000180245/ENSG00000172270/ENSG00000182040/ENSG00000138686/ENSG00000197579/ENSG00000088256/ENSG00000173226/ENSG00000040199/ENSG00000054282/ENSG00000122126/ENSG00000148600/ENSG00000075945/ENSG00000101052/ENSG00000136425/ENSG00000103494/ENSG00000198707/ENSG00000078369/ENSG00000125388/ENSG00000138175/ENSG00000187535/ENSG00000122778/ENSG00000170264/ENSG00000133256/ENSG00000117245/ENSG00000185974/ENSG00000123999/ENSG00000214140/ENSG00000198570/ENSG00000070729/ENSG00000179270	0.6762873764543474
GO:0016514	ENSG00000075624/ENSG00000119866/ENSG00000139687/ENSG00000136518/ENSG00000106635/ENSG00000141380/ENSG00000099385/ENSG00000028310/ENSG00000130024/ENSG00000066117/ENSG00000127616/ENSG00000099956/ENSG00000133884/ENSG00000127152/ENSG00000112624/ENSG00000080503	0.6803586046864174
GO:0044665	ENSG00000169016/ENSG00000136891/ENSG00000183207/ENSG00000273841/ENSG00000196363/ENSG00000161956/ENSG00000125952/ENSG00000175792/ENSG00000121481/ENSG00000162961/ENSG00000178913/ENSG00000105618/ENSG00000129691/ENSG00000147133/ENSG00000103510	0.6804938535722524
GO:0001891	ENSG00000100092/ENSG00000135046/ENSG00000187800/ENSG00000181790/ENSG00000136286/ENSG00000102879/ENSG00000089006/ENSG00000079805/ENSG00000132718/ENSG00000090674/ENSG00000204628/ENSG00000064687/ENSG00000145794	0.6813946195511787
GO:0034707	ENSG00000102287/ENSG00000213719/ENSG00000268089/ENSG00000146276/ENSG00000163288/ENSG00000081087/ENSG00000145451/ENSG00000186297/ENSG00000091664/ENSG00000109158/ENSG00000101958/ENSG00000151834/ENSG00000182256/ENSG00000121940/ENSG00000177119/ENSG00000136295/ENSG00000011677/ENSG00000142959/ENSG00000167995/ENSG00000022355/ENSG00000145864	0.6816555731169893
GO:0098636	ENSG00000198542/ENSG00000116147/ENSG00000100097/ENSG00000116962/ENSG00000091409/ENSG00000135424/ENSG00000135862/ENSG00000091136/ENSG00000169760/ENSG00000011422/ENSG00000105855/ENSG00000138448/ENSG00000150093/ENSG00000166086/ENSG00000083457/ENSG00000101680/ENSG00000172037/ENSG00000123560/ENSG00000138080/ENSG00000254087/ENSG00000115221	0.6816555731169893
GO:0044322	ENSG00000179218/ENSG00000106803/ENSG00000127022/ENSG00000134109/ENSG00000170881/ENSG00000239305/ENSG00000102595/ENSG00000051108/ENSG00000138942/ENSG00000204308	0.6851796230089613
GO:0016460	ENSG00000144821/ENSG00000133020/ENSG00000100345/ENSG00000133026/ENSG00000092054/ENSG00000105357/ENSG00000092841/ENSG00000101335	0.6905462424683706
GO:0071682	ENSG00000166598/ENSG00000149428/ENSG00000179218/ENSG00000120694/ENSG00000135047/ENSG00000080824/ENSG00000185359/ENSG00000084674	0.6905462424683706
GO:0000930	ENSG00000137822/ENSG00000196072/ENSG00000197579/ENSG00000007047/ENSG00000131462/ENSG00000151849	0.700324764395461
GO:0002177	ENSG00000117477/ENSG00000152582/ENSG00000132341/ENSG00000163075/ENSG00000143553/ENSG00000114473	0.700324764395461
GO:0042575	ENSG00000115350/ENSG00000241258/ENSG00000175482/ENSG00000116670/ENSG00000106628/ENSG00000100479	0.700324764395461
GO:0090533	ENSG00000143153/ENSG00000101892/ENSG00000137731/ENSG00000069849/ENSG00000163399/ENSG00000006071	0.700324764395461
GO:0097038	ENSG00000120885/ENSG00000185825/ENSG00000137845/ENSG00000145354/ENSG00000079156/ENSG00000010810	0.700324764395461
GO:0030894	ENSG00000159147/ENSG00000175482/ENSG00000132646/ENSG00000106399/ENSG00000106628	0.7081495235499907
GO:1990023	ENSG00000138182/ENSG00000164114/ENSG00000153187/ENSG00000179051/ENSG00000085733	0.7081495235499907
GO:1990909	ENSG00000105989/ENSG00000157240/ENSG00000103126/ENSG00000107404/ENSG00000168036	0.7081495235499907
GO:0001527	ENSG00000172638/ENSG00000142303/ENSG00000090006/ENSG00000142449	0.7193816025736963
GO:0005652	ENSG00000242372/ENSG00000160789/ENSG00000147044/ENSG00000132646	0.7193816025736963
GO:0036038	ENSG00000135541/ENSG00000198707/ENSG00000108641/ENSG00000179029	0.7193816025736963
GO:0048188	ENSG00000196363/ENSG00000162961/ENSG00000129691/ENSG00000139718	0.7193816025736963
GO:0030670	ENSG00000128340/ENSG00000139832/ENSG00000204632/ENSG00000204642/ENSG00000172780/ENSG00000234745/ENSG00000204525/ENSG00000174130/ENSG00000138772/ENSG00000206503/ENSG00000011347/ENSG00000155099/ENSG00000179218/ENSG00000179331/ENSG00000185344/ENSG00000144566/ENSG00000167461/ENSG00000204267/ENSG00000102879/ENSG00000181804/ENSG00000117410/ENSG00000123595/ENSG00000075785/ENSG00000103496/ENSG00000165240/ENSG00000033627/ENSG00000145782/ENSG00000112210/ENSG00000078142/ENSG00000122126/ENSG00000124333/ENSG00000057663/ENSG00000185883/ENSG00000196455/ENSG00000079805/ENSG00000115020/ENSG00000124209/ENSG00000166710/ENSG00000265808/ENSG00000159720/ENSG00000185896/ENSG00000084733/ENSG00000231925/ENSG00000090674	0.7220269697545487
GO:0000805	ENSG00000180628/ENSG00000121931/ENSG00000099284	0.7363956286153778
GO:0032059	ENSG00000081237/ENSG00000184922/ENSG00000078808	0.7363956286153778
GO:0038201	ENSG00000149212/ENSG00000119487/ENSG00000198793	0.7363956286153778
GO:0098690	ENSG00000120645/ENSG00000109971/ENSG00000101958	0.7363956286153778
GO:0000794	ENSG00000217442/ENSG00000160188/ENSG00000179041/ENSG00000155438/ENSG00000113456/ENSG00000008056/ENSG00000126070/ENSG00000165271/ENSG00000141867/ENSG00000188486/ENSG00000025770/ENSG00000138095/ENSG00000148700/ENSG00000136273/ENSG00000163781/ENSG00000178222/ENSG00000075945/ENSG00000103275/ENSG00000131165/ENSG00000066923/ENSG00000108055/ENSG00000131462/ENSG00000100814/ENSG00000159788/ENSG00000172613/ENSG00000183304	0.7390418890575314
GO:0097731	ENSG00000170011/ENSG00000038427/ENSG00000130561/ENSG00000156313/ENSG00000166900/ENSG00000153208/ENSG00000114446/ENSG00000144061/ENSG00000145220/ENSG00000188452/ENSG00000168385/ENSG00000156052/ENSG00000264364/ENSG00000180245/ENSG00000172270/ENSG00000182040/ENSG00000138686/ENSG00000197579/ENSG00000088256/ENSG00000173226/ENSG00000040199/ENSG00000054282/ENSG00000135912/ENSG00000122126/ENSG00000148600/ENSG00000075945/ENSG00000101052/ENSG00000136425/ENSG00000103494/ENSG00000198707/ENSG00000078369/ENSG00000125388/ENSG00000138175/ENSG00000187535/ENSG00000122778/ENSG00000170264/ENSG00000133256/ENSG00000117245/ENSG00000128602/ENSG00000185974/ENSG00000123999/ENSG00000214140/ENSG00000198570/ENSG00000070729/ENSG00000179270	0.7428089302738019
GO:0033162	ENSG00000180176/ENSG00000161091/ENSG00000075785/ENSG00000165240/ENSG00000047579/ENSG00000101850/ENSG00000118242	0.7436614970045392
GO:0045009	ENSG00000180176/ENSG00000161091/ENSG00000075785/ENSG00000165240/ENSG00000047579/ENSG00000101850/ENSG00000118242	0.7436614970045392
GO:0090741	ENSG00000180176/ENSG00000161091/ENSG00000075785/ENSG00000165240/ENSG00000047579/ENSG00000101850/ENSG00000118242	0.7436614970045392
GO:0031430	ENSG00000066027/ENSG00000074800/ENSG00000029534/ENSG00000149925/ENSG00000115306/ENSG00000122477	0.7519232831943082
